ArXiv Id,Ground Truth ROR IDs,Extracted ROR IDs,Missing ROR IDs,Extra ROR IDs
2201.00773v3,"{'https://ror.org/0130frc33', 'https://ror.org/04haebc03', 'https://ror.org/0566a8c54', 'https://ror.org/01f5ytq51', 'https://ror.org/0034eay46'}",{'https://ror.org/013meh722'},"{'https://ror.org/0130frc33', 'https://ror.org/04haebc03', 'https://ror.org/0566a8c54', 'https://ror.org/01f5ytq51', 'https://ror.org/0034eay46'}",{'https://ror.org/013meh722'}
2201.00774v1,"{'https://ror.org/03s65by71', 'https://ror.org/00pjdza24'}","{'https://ror.org/05g1zjw44', 'https://ror.org/03s65by71', 'https://ror.org/00pjdza24'}",set(),{'https://ror.org/05g1zjw44'}
2201.00775v1,"{'https://ror.org/05vf0dg29', 'https://ror.org/005ta0471'}",set(),"{'https://ror.org/05vf0dg29', 'https://ror.org/005ta0471'}",set()
2201.00776v1,"{'https://ror.org/00b30xv10', 'https://ror.org/042nb2s44'}",{'https://ror.org/00b30xv10'},{'https://ror.org/042nb2s44'},set()
2201.00777v1,"{'https://ror.org/02d9dg697', 'https://ror.org/04ezk3x31', 'https://ror.org/02feahw73', 'https://ror.org/004raaa70', 'https://ror.org/04ttjf776', 'https://ror.org/01q76b368', 'https://ror.org/03ac68784', 'https://ror.org/04b0z7q78'}","{'https://ror.org/02feahw73', 'https://ror.org/05ap66461'}","{'https://ror.org/02d9dg697', 'https://ror.org/004raaa70', 'https://ror.org/04ezk3x31', 'https://ror.org/04ttjf776', 'https://ror.org/01q76b368', 'https://ror.org/03ac68784', 'https://ror.org/04b0z7q78'}",{'https://ror.org/05ap66461'}
2201.00780v1,"{'https://ror.org/00cvxb145', 'https://ror.org/039bjqg32', 'https://ror.org/01bj3aw27', 'https://ror.org/01e41cf67', 'https://ror.org/03sk1we31', 'https://ror.org/00p991c53'}","{'https://ror.org/00cvxb145', 'https://ror.org/039bjqg32', 'https://ror.org/01e41cf67', 'https://ror.org/01gh88804', 'https://ror.org/00p991c53'}","{'https://ror.org/03sk1we31', 'https://ror.org/01bj3aw27'}",{'https://ror.org/01gh88804'}
2201.00782v6,{'https://ror.org/02dn7x778'},{'https://ror.org/013meh722'},{'https://ror.org/02dn7x778'},{'https://ror.org/013meh722'}
2201.00783v1,{'https://ror.org/05ydjnb78'},"{'https://ror.org/018mejw64', 'https://ror.org/05ydjnb78'}",set(),{'https://ror.org/018mejw64'}
2201.00784v1,"{'https://ror.org/01jsq2704', 'https://ror.org/01hhn8329', 'https://ror.org/01vhnrs90', 'https://ror.org/04w6pnc49', 'https://ror.org/036wvs663'}",{'https://ror.org/036wvs663'},"{'https://ror.org/01jsq2704', 'https://ror.org/04w6pnc49', 'https://ror.org/01hhn8329', 'https://ror.org/01vhnrs90'}",set()
2201.00785v5,"{'https://ror.org/00hj54h04', 'https://ror.org/03qbxj466'}",set(),"{'https://ror.org/00hj54h04', 'https://ror.org/03qbxj466'}",set()
2201.00787v3,"{'https://ror.org/04f81fm77', 'https://ror.org/01dvabv26'}",{'https://ror.org/04f81fm77'},{'https://ror.org/01dvabv26'},set()
2201.00788v2,"{'https://ror.org/05p8w6387', 'https://ror.org/05sqd3t97'}",{'https://ror.org/00cbm0437'},"{'https://ror.org/05p8w6387', 'https://ror.org/05sqd3t97'}",{'https://ror.org/00cbm0437'}
2201.00790v1,"{'https://ror.org/000xsnr85', 'https://ror.org/01cc3fy72', 'https://ror.org/006teas31'}","{'https://ror.org/000xsnr85', 'https://ror.org/016skwe97', 'https://ror.org/006teas31'}",{'https://ror.org/01cc3fy72'},{'https://ror.org/016skwe97'}
2201.00792v1,"{'https://ror.org/00z54nq84', 'https://ror.org/00pd74e08', 'https://ror.org/02cte4b68', 'https://ror.org/00s19x989', 'https://ror.org/039bjqg32', 'https://ror.org/05sbt2524', 'https://ror.org/02feahw73', 'https://ror.org/02rx3b187', 'https://ror.org/04dbzz632', 'https://ror.org/008fyn775'}","{'https://ror.org/0046rz373', 'https://ror.org/039bjqg32', 'https://ror.org/05sbt2524', 'https://ror.org/02feahw73'}","{'https://ror.org/00z54nq84', 'https://ror.org/00pd74e08', 'https://ror.org/02cte4b68', 'https://ror.org/00s19x989', 'https://ror.org/02rx3b187', 'https://ror.org/04dbzz632', 'https://ror.org/008fyn775'}",{'https://ror.org/0046rz373'}
2201.00794v2,"{'https://ror.org/01vj6ck58', 'https://ror.org/048tbm396', 'https://ror.org/010pmpe69', 'https://ror.org/04raf6v53', 'https://ror.org/024mw5h28', 'https://ror.org/005ta0471'}","{'https://ror.org/04raf6v53', 'https://ror.org/024mw5h28', 'https://ror.org/010pmpe69'}","{'https://ror.org/01vj6ck58', 'https://ror.org/005ta0471', 'https://ror.org/048tbm396'}",set()
2201.00796v2,"{'https://ror.org/01qdav448', 'https://ror.org/00kz6qq24'}",{'https://ror.org/01qdav448'},{'https://ror.org/00kz6qq24'},set()
2201.00797v1,"{'https://ror.org/02s376052', 'https://ror.org/01rvn4p91'}",{'https://ror.org/013meh722'},"{'https://ror.org/02s376052', 'https://ror.org/01rvn4p91'}",{'https://ror.org/013meh722'}
2201.00799v1,"{'https://ror.org/050jcm728', 'https://ror.org/01y9bpm73', 'https://ror.org/02en5vm52', 'https://ror.org/05f82e368', 'https://ror.org/02feahw73', 'https://ror.org/03fk87k11', 'https://ror.org/04z22qz54'}",{'https://ror.org/013meh722'},"{'https://ror.org/050jcm728', 'https://ror.org/01y9bpm73', 'https://ror.org/02en5vm52', 'https://ror.org/05f82e368', 'https://ror.org/02feahw73', 'https://ror.org/03fk87k11', 'https://ror.org/04z22qz54'}",{'https://ror.org/013meh722'}
2201.00802v1,"{'https://ror.org/01e3m7079', 'https://ror.org/047rhhm47', 'https://ror.org/052gg0110'}","{'https://ror.org/047rhhm47', 'https://ror.org/052gg0110'}",{'https://ror.org/01e3m7079'},set()
2201.00804v5,"{'https://ror.org/00tmb7y09', 'https://ror.org/00v97ad02', 'https://ror.org/04kdfz702', 'https://ror.org/02cte4b68', 'https://ror.org/055khg266', 'https://ror.org/03qbxj466', 'https://ror.org/02en5vm52', 'https://ror.org/02feahw73', 'https://ror.org/049emcs32', 'https://ror.org/00hj54h04'}","{'https://ror.org/00v97ad02', 'https://ror.org/055khg266', 'https://ror.org/02feahw73', 'https://ror.org/00hj54h04'}","{'https://ror.org/00tmb7y09', 'https://ror.org/02cte4b68', 'https://ror.org/03qbxj466', 'https://ror.org/02en5vm52', 'https://ror.org/049emcs32', 'https://ror.org/04kdfz702'}",set()
2201.00805v2,"{'https://ror.org/05g3dte14', 'https://ror.org/01an7q238', 'https://ror.org/00pjdza24', 'https://ror.org/05sqd3t97'}","{'https://ror.org/05g3dte14', 'https://ror.org/01an7q238', 'https://ror.org/00pjdza24'}",{'https://ror.org/05sqd3t97'},set()
2201.00808v2,"{'https://ror.org/02kzqn938', 'https://ror.org/002zc3t08', 'https://ror.org/02en5vm52', 'https://ror.org/013cjyk83', 'https://ror.org/029nkcm90', 'https://ror.org/02feahw73', 'https://ror.org/04kdfz702', 'https://ror.org/03p14d497'}","{'https://ror.org/05aawzp88', 'https://ror.org/03p14d497'}","{'https://ror.org/02kzqn938', 'https://ror.org/002zc3t08', 'https://ror.org/02en5vm52', 'https://ror.org/013cjyk83', 'https://ror.org/029nkcm90', 'https://ror.org/02feahw73', 'https://ror.org/04kdfz702'}",{'https://ror.org/05aawzp88'}
2201.00810v1,"{'https://ror.org/02s376052', 'https://ror.org/004fze387', 'https://ror.org/01rvn4p91'}",set(),"{'https://ror.org/02s376052', 'https://ror.org/004fze387', 'https://ror.org/01rvn4p91'}",set()
2201.00812v2,{'https://ror.org/032q98j12'},set(),{'https://ror.org/032q98j12'},set()
2201.00813v2,"{'https://ror.org/05rejmm18', 'https://ror.org/05x2bcf33'}",{'https://ror.org/05x2bcf33'},{'https://ror.org/05rejmm18'},set()
2201.00814v2,"{'https://ror.org/00pjdza24', 'https://ror.org/013v3cc28', 'https://ror.org/02zhqgq86', 'https://ror.org/0258gkt32', 'https://ror.org/030sjb889', 'https://ror.org/01an7q238'}",set(),"{'https://ror.org/0258gkt32', 'https://ror.org/013v3cc28', 'https://ror.org/030sjb889', 'https://ror.org/01an7q238', 'https://ror.org/00pjdza24', 'https://ror.org/02zhqgq86'}",set()
2201.00817v1,"{'https://ror.org/03yxnpp24', 'https://ror.org/043nxc105', 'https://ror.org/01cc3fy72', 'https://ror.org/008n7pv89', 'https://ror.org/006teas31'}","{'https://ror.org/043nxc105', 'https://ror.org/008n7pv89', 'https://ror.org/006teas31'}","{'https://ror.org/03yxnpp24', 'https://ror.org/01cc3fy72'}",set()
2201.00818v3,"{'https://ror.org/05a28rw58', 'https://ror.org/04b8v1s79', 'https://ror.org/05vf0dg29', 'https://ror.org/01rvn4p91', 'https://ror.org/00qps9a02', 'https://ror.org/04qmmjx98', 'https://ror.org/01ayc5b57'}",{'https://ror.org/05a28rw58'},"{'https://ror.org/04b8v1s79', 'https://ror.org/05vf0dg29', 'https://ror.org/01rvn4p91', 'https://ror.org/00qps9a02', 'https://ror.org/04qmmjx98', 'https://ror.org/01ayc5b57'}",set()
2201.00819v1,"{'https://ror.org/00y4zzh67', 'https://ror.org/00za53h95'}",set(),"{'https://ror.org/00y4zzh67', 'https://ror.org/00za53h95'}",set()
2201.00821v2,"{'https://ror.org/024mrxd33', 'https://ror.org/034t30j35', 'https://ror.org/04c4dkn09', 'https://ror.org/03x0c7470', 'https://ror.org/0488q6085', 'https://ror.org/04zaypm56', 'https://ror.org/049tv2d57', 'https://ror.org/02qsmb048', 'https://ror.org/02dp3a879'}","{'https://ror.org/024mrxd33', 'https://ror.org/05trd4x28', 'https://ror.org/04c4dkn09', 'https://ror.org/05j8hg602', 'https://ror.org/049tv2d57', 'https://ror.org/02qsmb048'}","{'https://ror.org/034t30j35', 'https://ror.org/03x0c7470', 'https://ror.org/0488q6085', 'https://ror.org/04zaypm56', 'https://ror.org/02dp3a879'}","{'https://ror.org/05j8hg602', 'https://ror.org/05trd4x28'}"
2201.00822v2,"{'https://ror.org/035b05819', 'https://ror.org/05symbg58', 'https://ror.org/03ad39j10', 'https://ror.org/005ta0471', 'https://ror.org/01c27hj86', 'https://ror.org/05qpz1x62', 'https://ror.org/00za53h95'}",{'https://ror.org/00za53h95'},"{'https://ror.org/035b05819', 'https://ror.org/05symbg58', 'https://ror.org/03ad39j10', 'https://ror.org/005ta0471', 'https://ror.org/01c27hj86', 'https://ror.org/05qpz1x62'}",set()
2201.00823v2,"{'https://ror.org/00ntfnx83', 'https://ror.org/04cw6st05', 'https://ror.org/02jx3x895', 'https://ror.org/03vek6s52', 'https://ror.org/01pp8nd67', 'https://ror.org/012p63287', 'https://ror.org/057zh3y96', 'https://ror.org/03c3r2d17'}","{'https://ror.org/00ntfnx83', 'https://ror.org/03vek6s52', 'https://ror.org/03t6cz096', 'https://ror.org/012p63287', 'https://ror.org/057zh3y96'}","{'https://ror.org/03c3r2d17', 'https://ror.org/02jx3x895', 'https://ror.org/01pp8nd67', 'https://ror.org/04cw6st05'}",{'https://ror.org/03t6cz096'}
2201.00824v1,"{'https://ror.org/01x2x1522', 'https://ror.org/00an5hx75', 'https://ror.org/0208vgz68', 'https://ror.org/040af2s02', 'https://ror.org/05n3dz165'}","{'https://ror.org/01x2x1522', 'https://ror.org/040af2s02', 'https://ror.org/00an5hx75'}","{'https://ror.org/05n3dz165', 'https://ror.org/0208vgz68'}",set()
2201.00825v1,"{'https://ror.org/00n7gwn90', 'https://ror.org/0161xgx34', 'https://ror.org/01pxwe438', 'https://ror.org/03xjwb503', 'https://ror.org/041kmwe10', 'https://ror.org/019tcpt25'}","{'https://ror.org/02eq2w707', 'https://ror.org/01pxwe438', 'https://ror.org/041kmwe10'}","{'https://ror.org/00n7gwn90', 'https://ror.org/019tcpt25', 'https://ror.org/03xjwb503', 'https://ror.org/0161xgx34'}",{'https://ror.org/02eq2w707'}
2201.00826v1,"{'https://ror.org/0460jpj73', 'https://ror.org/03y6k2j68', 'https://ror.org/01qtasp15', 'https://ror.org/015kcdd40', 'https://ror.org/034t30j35', 'https://ror.org/05290cv24', 'https://ror.org/02gh4kt33', 'https://ror.org/005ta0471', 'https://ror.org/058pyyv44', 'https://ror.org/02fwden70'}","{'https://ror.org/034t30j35', 'https://ror.org/033tgbx59', 'https://ror.org/05290cv24', 'https://ror.org/058pyyv44'}","{'https://ror.org/0460jpj73', 'https://ror.org/03y6k2j68', 'https://ror.org/015kcdd40', 'https://ror.org/01qtasp15', 'https://ror.org/02gh4kt33', 'https://ror.org/005ta0471', 'https://ror.org/02fwden70'}",{'https://ror.org/033tgbx59'}
2201.00827v1,"{'https://ror.org/01e3m7079', 'https://ror.org/034t30j35', 'https://ror.org/02jbv0t02', 'https://ror.org/02jx3x895', 'https://ror.org/04cw6st05', 'https://ror.org/00mmn6b08', 'https://ror.org/00jjx8s55', 'https://ror.org/01bj3aw27', 'https://ror.org/05k705z76', 'https://ror.org/058pyyv44', 'https://ror.org/03s65by71', 'https://ror.org/03cve4549', 'https://ror.org/017d9yp59', 'https://ror.org/058cjye32', 'https://ror.org/059ex5q34', 'https://ror.org/03xjwb503', 'https://ror.org/00jmfr291', 'https://ror.org/057zh3y96', 'https://ror.org/00pjdza24', 'https://ror.org/03kpps236', 'https://ror.org/013meh722'}","{'https://ror.org/058cjye32', 'https://ror.org/034t30j35', 'https://ror.org/057zh3y96', 'https://ror.org/058pyyv44', 'https://ror.org/013meh722', 'https://ror.org/00jmfr291'}","{'https://ror.org/01e3m7079', 'https://ror.org/02jx3x895', 'https://ror.org/04cw6st05', 'https://ror.org/00mmn6b08', 'https://ror.org/00jjx8s55', 'https://ror.org/03cve4549', 'https://ror.org/017d9yp59', 'https://ror.org/059ex5q34', 'https://ror.org/01bj3aw27', 'https://ror.org/02jbv0t02', 'https://ror.org/03xjwb503', 'https://ror.org/05k705z76', 'https://ror.org/00pjdza24', 'https://ror.org/03kpps236', 'https://ror.org/03s65by71'}",set()
2201.00828v3,"{'https://ror.org/042nb2s44', 'https://ror.org/057zh3y96', 'https://ror.org/03dbr7087'}","{'https://ror.org/042nb2s44', 'https://ror.org/03dbr7087'}",{'https://ror.org/057zh3y96'},set()
2201.00829v2,"{'https://ror.org/05591te55', 'https://ror.org/01hhn8329', 'https://ror.org/01vhnrs90', 'https://ror.org/03x0c7470', 'https://ror.org/010wkny21', 'https://ror.org/02fa3aq29', 'https://ror.org/02kkvpp62', 'https://ror.org/00za53h95'}","{'https://ror.org/01vhnrs90', 'https://ror.org/02fa3aq29', 'https://ror.org/00za53h95'}","{'https://ror.org/05591te55', 'https://ror.org/01hhn8329', 'https://ror.org/03x0c7470', 'https://ror.org/010wkny21', 'https://ror.org/02kkvpp62'}",set()
2201.00830v3,"{'https://ror.org/03angcq70', 'https://ror.org/01aj84f44', 'https://ror.org/01hhn8329', 'https://ror.org/01bf9rw71'}","{'https://ror.org/03angcq70', 'https://ror.org/01aj84f44'}","{'https://ror.org/01hhn8329', 'https://ror.org/01bf9rw71'}",set()
2201.00831v3,{'https://ror.org/042nb2s44'},"{'https://ror.org/03vek6s52', 'https://ror.org/042nb2s44'}",set(),{'https://ror.org/03vek6s52'}
2201.00832v2,"{'https://ror.org/03ad39j10', 'https://ror.org/005ta0471', 'https://ror.org/05symbg58'}",{'https://ror.org/05symbg58'},"{'https://ror.org/03ad39j10', 'https://ror.org/005ta0471'}",set()
2201.00833v1,"{'https://ror.org/01ryk1543', 'https://ror.org/0160cpw27', 'https://ror.org/01v29qb04', 'https://ror.org/01hhf7w52', 'https://ror.org/04etcj997', 'https://ror.org/030sjb889', 'https://ror.org/013meh722', 'https://ror.org/020wan993'}","{'https://ror.org/01ryk1543', 'https://ror.org/0160cpw27', 'https://ror.org/04t4pcw17', 'https://ror.org/01v29qb04', 'https://ror.org/01hhf7w52', 'https://ror.org/013meh722'}","{'https://ror.org/04etcj997', 'https://ror.org/030sjb889', 'https://ror.org/020wan993'}",{'https://ror.org/04t4pcw17'}
2201.00835v2,"{'https://ror.org/02tbr6331', 'https://ror.org/05ect4e57', 'https://ror.org/02aj13c28', 'https://ror.org/0281dp749', 'https://ror.org/022gnbj15', 'https://ror.org/01gfs0a38', 'https://ror.org/046ak2485'}",{'https://ror.org/05ect4e57'},"{'https://ror.org/02tbr6331', 'https://ror.org/02aj13c28', 'https://ror.org/0281dp749', 'https://ror.org/022gnbj15', 'https://ror.org/01gfs0a38', 'https://ror.org/046ak2485'}",set()
2201.00837v2,"{'https://ror.org/0079jjr10', 'https://ror.org/01hhn8329'}",{'https://ror.org/013meh722'},"{'https://ror.org/0079jjr10', 'https://ror.org/01hhn8329'}",{'https://ror.org/013meh722'}
2201.00838v1,"{'https://ror.org/036rp1748', 'https://ror.org/00dna7t83'}",{'https://ror.org/01r1e1h27'},"{'https://ror.org/036rp1748', 'https://ror.org/00dna7t83'}",{'https://ror.org/01r1e1h27'}
2201.00839v2,"{'https://ror.org/0561n6946', 'https://ror.org/01dr6c206', 'https://ror.org/00mkhxb43', 'https://ror.org/017fyx225', 'https://ror.org/02x2v6p15', 'https://ror.org/01hcx6992'}","{'https://ror.org/013meh722', 'https://ror.org/03ht1xw27'}","{'https://ror.org/0561n6946', 'https://ror.org/01dr6c206', 'https://ror.org/00mkhxb43', 'https://ror.org/017fyx225', 'https://ror.org/02x2v6p15', 'https://ror.org/01hcx6992'}","{'https://ror.org/013meh722', 'https://ror.org/03ht1xw27'}"
2201.00840v2,"{'https://ror.org/05f0yaq80', 'https://ror.org/044kkfr75', 'https://ror.org/026vcq606', 'https://ror.org/00s9v1h75'}",{'https://ror.org/026vcq606'},"{'https://ror.org/05f0yaq80', 'https://ror.org/044kkfr75', 'https://ror.org/00s9v1h75'}",set()
2201.00841v2,"{'https://ror.org/01hhn8329', 'https://ror.org/00ez2he07'}","{'https://ror.org/00hx57361', 'https://ror.org/02nkxrq89'}","{'https://ror.org/01hhn8329', 'https://ror.org/00ez2he07'}","{'https://ror.org/00hx57361', 'https://ror.org/02nkxrq89'}"
2201.00842v2,"{'https://ror.org/0064kty71', 'https://ror.org/02gh4kt33', 'https://ror.org/02fwden70'}",{'https://ror.org/0064kty71'},"{'https://ror.org/02gh4kt33', 'https://ror.org/02fwden70'}",set()
2201.00844v2,"{'https://ror.org/025vp2923', 'https://ror.org/02feahw73', 'https://ror.org/0454vek02', 'https://ror.org/05hh8d621', 'https://ror.org/05xvk4r52', 'https://ror.org/04z22qz54', 'https://ror.org/042tfbd02'}","{'https://ror.org/05xvk4r52', 'https://ror.org/042tfbd02'}","{'https://ror.org/025vp2923', 'https://ror.org/02feahw73', 'https://ror.org/0454vek02', 'https://ror.org/05hh8d621', 'https://ror.org/04z22qz54'}",set()
2201.00845v2,"{'https://ror.org/05r9r2f34', 'https://ror.org/03t78wx29', 'https://ror.org/020hwjq30', 'https://ror.org/030sjb889', 'https://ror.org/03w5sq511'}","{'https://ror.org/05r9r2f34', 'https://ror.org/03t78wx29', 'https://ror.org/020hwjq30', 'https://ror.org/03w5sq511'}",{'https://ror.org/030sjb889'},set()
2201.00850v2,"{'https://ror.org/0168r3w48', 'https://ror.org/00pjdza24'}",{'https://ror.org/0168r3w48'},{'https://ror.org/00pjdza24'},set()
2201.00851v1,"{'https://ror.org/03a1kwz48', 'https://ror.org/00f54p054'}",{'https://ror.org/01kg8sb98'},"{'https://ror.org/03a1kwz48', 'https://ror.org/00f54p054'}",{'https://ror.org/01kg8sb98'}
2201.00852v1,{'https://ror.org/04wffgt70'},{'https://ror.org/013meh722'},{'https://ror.org/04wffgt70'},{'https://ror.org/013meh722'}
2201.00853v1,"{'https://ror.org/04tsk2644', 'https://ror.org/016sewp10', 'https://ror.org/02kx1hs47', 'https://ror.org/045dz8764', 'https://ror.org/01tmp8f25', 'https://ror.org/012p63287', 'https://ror.org/00hj8s172', 'https://ror.org/04g2pxh42', 'https://ror.org/00h9jrb69', 'https://ror.org/02gh4kt33', 'https://ror.org/000sy1f36', 'https://ror.org/00240q980', 'https://ror.org/029st3z03', 'https://ror.org/01cmst727', 'https://ror.org/011vxgd24'}","{'https://ror.org/016sewp10', 'https://ror.org/045dz8764', 'https://ror.org/046a9q865', 'https://ror.org/029st3z03', 'https://ror.org/04ynn1b95', 'https://ror.org/02kx1hs47', 'https://ror.org/012p63287', 'https://ror.org/03t6cz096', 'https://ror.org/00hj8s172', 'https://ror.org/011vxgd24'}","{'https://ror.org/04tsk2644', 'https://ror.org/01tmp8f25', 'https://ror.org/04g2pxh42', 'https://ror.org/00h9jrb69', 'https://ror.org/02gh4kt33', 'https://ror.org/000sy1f36', 'https://ror.org/00240q980', 'https://ror.org/01cmst727'}","{'https://ror.org/04ynn1b95', 'https://ror.org/03t6cz096', 'https://ror.org/046a9q865'}"
2201.00855v1,{'https://ror.org/03vek6s52'},"{'https://ror.org/03hamhx47', 'https://ror.org/04514dx43', 'https://ror.org/008zvz098', 'https://ror.org/04dzfqx38'}",{'https://ror.org/03vek6s52'},"{'https://ror.org/03hamhx47', 'https://ror.org/04514dx43', 'https://ror.org/008zvz098', 'https://ror.org/04dzfqx38'}"
2201.00857v4,"{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}","{'https://ror.org/0257kt353', 'https://ror.org/02dqehb95'}","{'https://ror.org/05p8z3f47', 'https://ror.org/02zdkmf61'}","{'https://ror.org/0257kt353', 'https://ror.org/02dqehb95'}"
2201.00859v1,"{'https://ror.org/01ryk1543', 'https://ror.org/04v76ef78'}",{'https://ror.org/01ryk1543'},{'https://ror.org/04v76ef78'},set()
2201.00861v1,{'https://ror.org/0190ak572'},{'https://ror.org/052gg0110'},{'https://ror.org/0190ak572'},{'https://ror.org/052gg0110'}
2201.00865v1,"{'https://ror.org/04s5mat29', 'https://ror.org/0213rcc28'}",{'https://ror.org/04s5mat29'},{'https://ror.org/0213rcc28'},set()
2201.00868v1,"{'https://ror.org/022wqqf69', 'https://ror.org/02gfc7t72', 'https://ror.org/02p0gd045', 'https://ror.org/01cby8j38', 'https://ror.org/04vnq7t77', 'https://ror.org/03n6nwv02', 'https://ror.org/05e9bn444', 'https://ror.org/05xx77y52', 'https://ror.org/03ths8210', 'https://ror.org/00za53h95'}","{'https://ror.org/000y6ah26', 'https://ror.org/00za53h95'}","{'https://ror.org/022wqqf69', 'https://ror.org/02gfc7t72', 'https://ror.org/02p0gd045', 'https://ror.org/04vnq7t77', 'https://ror.org/01cby8j38', 'https://ror.org/03n6nwv02', 'https://ror.org/05e9bn444', 'https://ror.org/05xx77y52', 'https://ror.org/03ths8210'}",{'https://ror.org/000y6ah26'}
2201.00869v2,"{'https://ror.org/04t5xt781', 'https://ror.org/0447fe631', 'https://ror.org/01973x930', 'https://ror.org/02m4c1x70', 'https://ror.org/006gmme17'}",{'https://ror.org/006gmme17'},"{'https://ror.org/0447fe631', 'https://ror.org/01973x930', 'https://ror.org/04t5xt781', 'https://ror.org/02m4c1x70'}",set()
2201.00870v1,"{'https://ror.org/049emcs32', 'https://ror.org/03qbxj466', 'https://ror.org/03qnxaf80', 'https://ror.org/00pd74e08'}","{'https://ror.org/03qnxaf80', 'https://ror.org/02xkdev90'}","{'https://ror.org/03qbxj466', 'https://ror.org/00pd74e08', 'https://ror.org/049emcs32'}",{'https://ror.org/02xkdev90'}
2201.00871v2,"{'https://ror.org/01hhn8329', 'https://ror.org/03x0c7470', 'https://ror.org/02j61yw88', 'https://ror.org/04jvemc39', 'https://ror.org/052rphn09', 'https://ror.org/00dr28g20'}","{'https://ror.org/02j61yw88', 'https://ror.org/00dr28g20'}","{'https://ror.org/04jvemc39', 'https://ror.org/03x0c7470', 'https://ror.org/01hhn8329', 'https://ror.org/052rphn09'}",set()
2201.00872v1,"{'https://ror.org/00z54nq84', 'https://ror.org/050jcm728', 'https://ror.org/05sd5r855', 'https://ror.org/00s19x989', 'https://ror.org/019tgvf94', 'https://ror.org/02feahw73'}","{'https://ror.org/00cbm0437', 'https://ror.org/013meh722'}","{'https://ror.org/00z54nq84', 'https://ror.org/050jcm728', 'https://ror.org/05sd5r855', 'https://ror.org/00s19x989', 'https://ror.org/019tgvf94', 'https://ror.org/02feahw73'}","{'https://ror.org/00cbm0437', 'https://ror.org/013meh722'}"
2201.00873v2,"{'https://ror.org/02jx3x895', 'https://ror.org/04cw6st05', 'https://ror.org/00ks66431'}",{'https://ror.org/00ks66431'},"{'https://ror.org/02jx3x895', 'https://ror.org/04cw6st05'}",set()
2201.00875v3,"{'https://ror.org/0160cpw27', 'https://ror.org/050jcm728', 'https://ror.org/03xjwb503', 'https://ror.org/02feahw73', 'https://ror.org/03ab0zs98'}","{'https://ror.org/0160cpw27', 'https://ror.org/02feahw73'}","{'https://ror.org/03ab0zs98', 'https://ror.org/03xjwb503', 'https://ror.org/050jcm728'}",set()
2201.00876v2,"{'https://ror.org/03sk1we31', 'https://ror.org/01bj3aw27', 'https://ror.org/01e41cf67'}",{'https://ror.org/01e41cf67'},"{'https://ror.org/03sk1we31', 'https://ror.org/01bj3aw27'}",set()
2201.00877v2,"{'https://ror.org/05qbk4x57', 'https://ror.org/0090r4d87', 'https://ror.org/034t30j35', 'https://ror.org/00z3td547', 'https://ror.org/03yj89h83'}","{'https://ror.org/05qbk4x57', 'https://ror.org/0090r4d87', 'https://ror.org/034t30j35', 'https://ror.org/03yj89h83'}",{'https://ror.org/00z3td547'},set()
2201.00878v1,"{'https://ror.org/00z54nq84', 'https://ror.org/02v6kpv12', 'https://ror.org/02cte4b68', 'https://ror.org/02h158026', 'https://ror.org/056g7f250', 'https://ror.org/01920cw75', 'https://ror.org/02en5vm52', 'https://ror.org/013cjyk83', 'https://ror.org/029nkcm90', 'https://ror.org/02feahw73', 'https://ror.org/022bnxw24', 'https://ror.org/004raaa70', 'https://ror.org/01ckdn478', 'https://ror.org/04kdfz702'}","{'https://ror.org/02feahw73', 'https://ror.org/01ckdn478'}","{'https://ror.org/00z54nq84', 'https://ror.org/02v6kpv12', 'https://ror.org/02cte4b68', 'https://ror.org/02h158026', 'https://ror.org/056g7f250', 'https://ror.org/01920cw75', 'https://ror.org/02en5vm52', 'https://ror.org/013cjyk83', 'https://ror.org/029nkcm90', 'https://ror.org/022bnxw24', 'https://ror.org/004raaa70', 'https://ror.org/04kdfz702'}",set()
2201.00880v1,"{'https://ror.org/019wvm592', 'https://ror.org/039bjqg32', 'https://ror.org/03taz7m60', 'https://ror.org/01f5ytq51', 'https://ror.org/00y0xnp53', 'https://ror.org/05sqd3t97', 'https://ror.org/0034eay46', 'https://ror.org/036nfer12'}","{'https://ror.org/019wvm592', 'https://ror.org/039bjqg32', 'https://ror.org/03taz7m60', 'https://ror.org/00y0xnp53', 'https://ror.org/036nfer12'}","{'https://ror.org/05sqd3t97', 'https://ror.org/0034eay46', 'https://ror.org/01f5ytq51'}",set()
2201.00881v1,"{'https://ror.org/05vt9qd57', 'https://ror.org/04y17xm23'}",{'https://ror.org/05vt9qd57'},{'https://ror.org/04y17xm23'},set()
2201.00882v2,"{'https://ror.org/03h4zjr91', 'https://ror.org/03c3r2d17', 'https://ror.org/03vek6s52', 'https://ror.org/01pp8nd67', 'https://ror.org/03qbxj466', 'https://ror.org/05dxps055', 'https://ror.org/000e0be47', 'https://ror.org/00hj54h04'}","{'https://ror.org/00hj54h04', 'https://ror.org/05dxps055'}","{'https://ror.org/03h4zjr91', 'https://ror.org/03vek6s52', 'https://ror.org/01pp8nd67', 'https://ror.org/03qbxj466', 'https://ror.org/000e0be47', 'https://ror.org/03c3r2d17'}",set()
2201.00883v1,{'https://ror.org/0326knt82'},{'https://ror.org/052y0j663'},{'https://ror.org/0326knt82'},{'https://ror.org/052y0j663'}
